Reference,Invoice,External Reference,Create Date,Validated Date,Amount Usd,Fee amount USD,Local Amount,Local Fee Amount,Local VAT,Local Original Amount,Local Currency,Exchange Rate,Country,User account,EXTRAE,Payment Method,Payment Method Name,Payment Method Type,Status
D-57873-052d66e8-6148-4439-afc2-be72aa090bbc,BR-P1-1-540674,QRS1TXGUZPELXBDIPOZ5FHMFP4LUBBKXZOD,2022-11-22 23:31:32,2022-11-22 23:33:15,8.76,0.34,50.0,1.95,0.0,0.0,BRL,5.6861,BR,783e13ae-8b8c-4b63-a717-a52128155049,1-1-,PQ,PIX QR,CASH,PAID
T-57873-d43d3721-b3dc-40a3-96d7-70a707de9bc1,PA-P2-12-344495,0,2022-11-22 23:38:11,0,228.0,11.29,228.0,11.286,0.0,0.0,USD,1.0,PA,f7f17a50-3cf7-11ec-858f-350ce334466c,2-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
D-57873-8fafde88-a610-49c0-b63c-48c764a23f18,BR-P1-1-777241,QRS1TXGEPCKMSX8CRDZALLLZPQHRQ9X86CQ,2022-11-22 23:54:00,2022-11-22 23:56:54,8.76,0.34,50.0,1.95,0.0,0.0,BRL,5.6861,BR,bae7540e-282a-4226-b21e-460a119873f5,1-1-,PQ,PIX QR,CASH,PAID
T-57873-29fd7a70-ca85-4e42-901f-79a5a2b0c551,MX-P1-1-978406,730051039137,2022-11-23 00:12:15,2022-11-23 00:12:15,9.64,0.31,198.57,6.3542,0.0,0.0,MXN,20.601,MX,c54c0ae0-03aa-11ec-94d6-8f9655da9073,1-1-,VD,Visa Debit,DEBIT_CARD,PAID
D-57873-694d51ee-e3bb-4bb6-a251-e090a244fce9,BR-P2-1-285316,QRS1TXTY358JNAESKBYQCS8NI4FYTXRANU2,2022-11-23 00:13:24,2022-11-23 00:14:39,24.78,0.97,141.43,5.5158,0.0,0.0,BRL,5.6861,BR,48a77130-78b7-11ec-b097-c1bd8f2a1c7c,2-1-,PQ,PIX QR,CASH,PAID
T-57873-cf2b885e-7e90-463b-8fd3-5aefb7ecc1f0,BR-P2-1-776149,2045347199,2022-11-23 00:41:00,2022-11-23 00:40:59,24.78,0.79,141.43,4.5258,0.0,0.0,BRL,5.6861,BR,75d2652c-cc78-48a3-b225-dae9fc45d41b,2-1-,MC,Mastercard,CREDIT_CARD,PAID
D-57873-c158e520-7be3-45c4-82bc-4e48fdeb7dbc,BR-P2-1-796722,QRS1TXGLKQLRREXODPZVAWUP05RNHLGIOAP,2022-11-23 00:49:52,2022-11-23 00:51:58,24.78,0.97,141.43,5.5158,0.0,0.0,BRL,5.6861,BR,c168b784-5f51-4126-bc5a-7038617056c5,2-1-,PQ,PIX QR,CASH,PAID
T-57873-b91c35f6-19ff-4a7d-bd4f-05cc7098618f,PA-P1-1-452038,DLPA0288000223185406,2022-11-23 00:54:08,0,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,8c0ecf00-1af8-11ec-b319-a5efebbdb203,1-1-,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-6cb45bb7-2c71-4351-8973-d57ceb65f420,PA-P1-1-730765,DLPA0288000224185540,2022-11-23 00:55:41,0,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,8c0ecf00-1af8-11ec-b319-a5efebbdb203,1-1-,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-26ae7956-12e4-45e8-9666-ee8fbcfb892d,BR-P2-1-205772,2045366194,2022-11-23 00:56:08,2022-11-23 00:56:08,24.78,0.79,141.43,4.5258,0.0,0.0,BRL,5.6861,BR,98e06adc-fa54-41b9-9d1c-2125e53e40ff,2-1-,VI,Visa,CREDIT_CARD,PAID
T-57873-481b0e27-5b4a-443d-b400-167f174d513f,PA-P1-1-594071,DLPA0288000225185621,2022-11-23 00:56:22,0,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,8c0ecf00-1af8-11ec-b319-a5efebbdb203,1-1-,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-e9ec12cd-37e3-4784-809e-ea562fbef2d7,MX-P1-3-875577,730051108230,2022-11-23 01:17:03,2022-11-23 01:17:02,26.03,0.83,536.13,17.1562,0.0,0.0,MXN,20.595,MX,845029f0-2238-11eb-8f35-a365ccbb389c,1-3-,VD,Visa Debit,DEBIT_CARD,PAID
T-57873-4a47eaa4-79c9-4a35-94c1-c468ad5fb77f,BR-P2-1-538820,2045429039,2022-11-23 01:44:31,2022-11-23 01:44:31,24.78,0.79,141.43,4.5258,0.0,0.0,BRL,5.6861,BR,40e6af80-56f7-11ec-929c-edcef5dd1f88,2-1-,MC,Mastercard,CREDIT_CARD,PAID
T-57873-71f16ad7-5c8e-400b-acf1-8cbfc7a515e2,MX-P1-12-504502,920051830417,2022-11-23 02:00:27,0,80.98,2.59,1668.0,53.376,0.0,0.0,MXN,20.598,MX,94a7d888-8ae8-476a-9098-79d1e781e128,1-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-91bcbc85-5eb5-4927-838f-5defac111214,PE-P1-1-636414,DLPA0288000226011340,2022-11-23 07:13:41,0,10.15,0.74,41.43,3.0125,0.0,0.0,PEN,4.0834,PE,0323bc71-59c0-456d-9b05-03e9eab786d7,1-1-,VD,Visa Debit,DEBIT_CARD,REJECTED
T-57873-9e3d57b7-8e6b-4667-9225-f205f6c4d44d,PA-P1-1-719105,0,2022-11-23 13:08:46,0,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,04fa7260-adb5-11eb-8671-49380bde2dfd,1-1-,AE,American Express,CREDIT_CARD,REJECTED
T-57873-f6b29d4a-7636-463a-957a-6f7ec5d6a324,PA-P1-1-191632,0,2022-11-23 13:09:27,0,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,04fa7260-adb5-11eb-8671-49380bde2dfd,1-1-,AE,American Express,CREDIT_CARD,REJECTED
T-57873-17db505c-35c4-452c-90bc-2890f6bfc989,BR-P1-1-154235,2045882678,2022-11-23 13:11:25,2022-11-23 13:11:24,8.73,0.28,50.0,1.6,0.0,0.0,BRL,5.7079,BR,95e965c7-a01a-4322-aca3-fc60534f182d,1-1-,MC,Mastercard,CREDIT_CARD,PAID
T-57873-7f85c60c-fb3e-4926-b0cd-2f23cf841d4d,BR-P2-12-946330,42722462600081,2022-11-23 14:25:47,2022-11-23 14:25:47,206.91,6.62,1188.0,38.016,0.0,0.0,BRL,5.72,BR,27057440-26f3-11ec-a417-8d30e347880a,2-12,VI,Visa,CREDIT_CARD,PAID
T-57873-35cffd8e-595c-43cf-9479-abb461b0c3c8,BR-P2-3-397178,2046045393,2022-11-23 15:11:55,2022-11-23 15:11:55,66.6,2.13,381.87,12.2198,0.0,0.0,BRL,5.7123,BR,27057440-26f3-11ec-a417-8d30e347880a,2-3-,MC,Mastercard,CREDIT_CARD,PAID
D-57873-58635100-4223-4a6b-bd5f-95e470b6387e,BR-P2-1-201339,QRS1TXOIZ6XIQIQ0GYXTKEXVRAIYPBRPCZ4,2022-11-23 15:22:03,2022-11-23 15:44:46,24.71,0.96,141.43,5.5158,0.0,0.0,BRL,5.7026,BR,03898010-f181-11eb-a6f8-8d5a5dad2f19,2-1-,PQ,PIX QR,CASH,PAID
D-57873-887eeff6-6ba2-40c1-a663-9769b9da572c,BR-P2-1-799247,QRS1TX3ABXTF0HWDVX4WIHB4XWH1MHPGQED,2022-11-23 16:52:23,2022-11-23 16:53:16,24.67,0.96,141.43,5.5158,0.0,0.0,BRL,5.7122,BR,6453ee90-2f69-11ec-a58c-353379731fa3,2-1-,PQ,PIX QR,CASH,PAID
T-57873-5d774e49-ef39-4acd-a2e6-3ed231a6c979,BR-P2-6-113211,2046225553,2022-11-23 17:15:36,2022-11-23 17:15:36,118.38,3.79,678.84,21.7229,0.0,0.0,BRL,5.7129,BR,d9d384f8-7c7d-4bd8-9033-1dc314699996,2-6-,MC,Mastercard,CREDIT_CARD,PAID
T-57873-62c7c9a8-5dcd-4d1c-a1df-cc9e47c2d60f,BR-P2-12-769096,2046247955,2022-11-23 17:29:30,2022-11-23 17:29:29,207.39,6.64,1188.0,38.016,0.0,0.0,BRL,5.7066,BR,fc0f5a42-03fb-43c1-9b35-dd3bd051cb25,2-12,VI,Visa,CREDIT_CARD,PAID
D-57873-ebab7b1b-d38c-4167-8f12-96a157e06eb6,BR-P2-1-202963,QRS1TXO44TVKB0TIQBKVYKVHCFH587B8A22,2022-11-23 17:32:27,0,24.67,0.96,141.43,5.5158,0.0,0.0,BRL,5.7114,BR,55b7b13b-c7ce-4395-bede-bd28550a1eaa,2-1-,PQ,PIX QR,CASH,REJECTED
D-57873-864e7198-77b0-499d-84ef-155554f04b3e,BR-P2-1-455584,QRS1TXP2A22NYJJKOT2KXPLSW6GWD2CJMIJ,2022-11-23 17:44:00,2022-11-23 17:44:45,24.67,0.96,141.43,5.5158,0.0,0.0,BRL,5.711,BR,55b7b13b-c7ce-4395-bede-bd28550a1eaa,2-1-,PQ,PIX QR,CASH,PAID
T-57873-0eebcb5a-c34d-4984-b7a0-bf7e0f616f83,BR-P1-1-417222,0,2022-11-23 18:02:36,0,8.73,0.28,50.0,1.6,0.0,0.0,BRL,5.7089,BR,9bb4b777-186a-4ec1-a9bc-f6dc6aed9994,1-1-,VI,Visa,CREDIT_CARD,REJECTED
D-57873-88e2e518-d0a1-4b01-885b-18e3373dfe8e,BR-P1-1-146090,QRS1TXUYT1ZW2QDMEPVAPOQRMHRBPOO4IFZ,2022-11-23 18:07:29,2022-11-23 18:11:47,8.72,0.34,50.0,1.95,0.0,0.0,BRL,5.71,BR,9bb4b777-186a-4ec1-a9bc-f6dc6aed9994,1-1-,PQ,PIX QR,CASH,PAID
T-57873-55494c30-3785-4380-b515-20e65bc5cbb4,PE-P2-3-138337,DLPA0288000228132727,2022-11-23 19:27:29,2022-11-23 19:27:28,74.6,4.15,304.71,16.9665,0.0,0.0,PEN,4.0844,PE,6cdea0f0-ecac-11eb-a0ca-f501ea8bd5b3,2-3-,VI,Visa,CREDIT_CARD,PAID
D-57873-2d03e614-045a-423f-bbda-fb5808203338,BR-P2-3-564361,QRS1TXWQDK9JZJJSNWDTDNACN3FCWD9VMZX,2022-11-23 19:36:42,2022-11-23 19:40:18,66.74,2.6,381.87,14.8929,0.0,0.0,BRL,5.7,BR,4fb5b590-fab9-11eb-a85e-afd2aed3d8a0,2-3-,PQ,PIX QR,CASH,PAID
T-57873-72a930dc-e035-4263-b072-a10b22ef71d2,PA-P2-12-895911,DLPA0288000229140351,2022-11-23 20:03:53,0,228.0,11.29,228.0,11.286,0.0,0.0,USD,1.0,PA,1f6a1cb8-2ea6-4288-8b26-e37cfd37934d,2-12,VD,Visa Debit,DEBIT_CARD,REJECTED
REF-57873-8e7ee46c-e24f-4e75-8933-82b130cbe0e2,BR-P1-12-179388,0,2022-11-23 21:00:49,2022-11-23 21:05:07,73.63,1.0,420.0,0.0,0.0,0.0,BRL,0.0,BR,0,1-12,VI,Visa,CREDIT_CARD,REFUNDED
279544374,0,0,2022-11-23 21:05:07,2022-11-23 21:05:07,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,DEBITED
T-57873-c1038ff3-3f77-49ef-938a-4b487d820323,PA-P1-1-648643,DLPA0288000230155210,2022-11-23 21:52:11,2022-11-23 21:52:11,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,1dddaaae-4090-47f5-880a-adb3f749f8c1,1-1-,VD,Visa Debit,DEBIT_CARD,PAID
T-57873-5fcbce83-b45d-4624-9788-1ecf74117b9f,MX-P1-1-239746,850051762110,2022-11-23 22:56:32,0,9.67,0.31,198.57,6.3542,0.0,0.0,MXN,20.5385,MX,679ef5b0-1bcd-11ec-b292-95905e4c3aef,1-1-,MC,Mastercard,CREDIT_CARD,REJECTED
T-57873-3051e5ba-96f7-4d7a-b692-a9b5172018b7,MX-P1-1-203461,820052872067,2022-11-23 22:56:59,0,9.67,0.31,198.57,6.3542,0.0,0.0,MXN,20.5393,MX,679ef5b0-1bcd-11ec-b292-95905e4c3aef,1-1-,MC,Mastercard,CREDIT_CARD,REJECTED
D-57873-7843fe26-9ba7-42d5-8e53-6b2a563f2d8f,BR-P1-1-255585,QRS1TXUDR3H91CYOA44GC3FZ0UNYLPX3G3X,2022-11-24 00:20:39,2022-11-24 00:21:43,8.78,0.34,50.0,1.95,0.0,0.0,BRL,5.6712,BR,e997c770-fea0-4e89-8dc4-7d18bc965fcd,1-1-,PQ,PIX QR,CASH,PAID
D-57873-20cd011a-86bb-45df-8b69-5666b4e6cb0c,BR-P1-3-572338,QRS1TXNBVP0TE0IYOQ3UIEUDEF1WLUBU8XT,2022-11-24 00:22:11,2022-11-24 00:23:13,23.71,0.92,135.0,5.265,0.0,0.0,BRL,5.6712,BR,3e90360b-9618-4f58-b3e6-7a48eeef7ec2,1-3-,PQ,PIX QR,CASH,PAID
T-57873-db58eb6b-b934-42ca-a12c-b17555b7e5c1,PA-P1-12-639209,DLPA0288000231182258,2022-11-24 00:22:59,0,84.0,4.16,84.0,4.158,0.0,0.0,USD,1.0,PA,83b58c00-3dce-11ec-ae2d-3756608571dc,1-12,VD,Visa Debit,DEBIT_CARD,REJECTED
T-57873-489745a3-45ff-4ea8-ae1a-7e61cea5844f,PA-P1-12-185748,DLPA0288000232182346,2022-11-24 00:23:47,0,84.0,4.16,84.0,4.158,0.0,0.0,USD,1.0,PA,83b58c00-3dce-11ec-ae2d-3756608571dc,1-12,VD,Visa Debit,DEBIT_CARD,REJECTED
T-57873-b03bc50d-9224-459b-97e0-d2bfa9cbedc9,PA-P1-12-500123,DLPA0288000233182404,2022-11-24 00:24:05,0,84.0,4.16,84.0,4.158,0.0,0.0,USD,1.0,PA,83b58c00-3dce-11ec-ae2d-3756608571dc,1-12,VD,Visa Debit,DEBIT_CARD,REJECTED
T-57873-da8ab143-1649-4b99-b956-dee1437af5a4,PA-P1-12-508857,DLPA0288000234182453,2022-11-24 00:24:54,0,84.0,4.16,84.0,4.158,0.0,0.0,USD,1.0,PA,83b58c00-3dce-11ec-ae2d-3756608571dc,1-12,VI,Visa,CREDIT_CARD,REJECTED
T-57873-ae10eeee-3788-41b1-976e-4a1ddf29ff83,MX-P1-1-538673,850051887233,2022-11-24 00:56:13,2022-11-24 00:56:12,9.67,0.31,198.57,6.3542,0.0,0.0,MXN,20.525,MX,8aa1d275-26ee-4753-af5a-71542ea1002f,1-1-,MD,MasterCard Debit,DEBIT_CARD,PAID
T-57873-c8adf59e-ab1b-403b-83f8-1812c55a06d7,PA-P2-1-886166,DLPA0288000235185808,2022-11-24 00:58:10,2022-11-24 00:58:09,27.14,1.34,27.14,1.3434,0.0,0.0,USD,1.0,PA,95ad3d51-9302-46f1-b160-c37b10199a5e,2-1-,MD,MasterCard Debit,DEBIT_CARD,PAID
D-57873-5e8b7736-854c-4823-abe0-6114e03176cc,BR-P2-1-838196,QRS1TXHN7GZXVU9CWALIFINCROGZOED2IRX,2022-11-24 01:15:33,2022-11-24 01:17:23,24.84,0.97,141.43,5.5158,0.0,0.0,BRL,5.6712,BR,536b9a30-4d69-11ec-81f4-b5c42f3901f8,2-1-,PQ,PIX QR,CASH,PAID
T-57873-e6867b69-c362-4035-9593-d1835362c286,CO-P1-3-707887,734767,2022-11-24 02:27:54,0,25.27,1.47,131143.0,7606.294,0.0,0.0,COP,5189.3148,CO,ed577666-ce25-42cf-8340-034be53b0cd3,1-3-,MC,Mastercard,CREDIT_CARD,REJECTED
T-57873-5e8fc94c-3203-43ff-9b1d-b82c4b938c34,BR-P1-1-431756,0,2022-11-24 02:35:59,0,8.78,0.28,50.0,1.6,0.0,0.0,BRL,5.6712,BR,b7eaa56d-c70d-4e39-913a-ca53adf1c649,1-1-,MC,Mastercard,CREDIT_CARD,REJECTED
D-57873-1c032122-e0b5-4265-8563-1d139f82eb51,BR-P1-1-838521,QRS1TXIRMT8FLIDE4OXWY6EVLPHFDLIROUT,2022-11-24 02:36:47,2022-11-24 02:37:42,8.78,0.34,50.0,1.95,0.0,0.0,BRL,5.6712,BR,b7eaa56d-c70d-4e39-913a-ca53adf1c649,1-1-,PQ,PIX QR,CASH,PAID
T-57873-1337272b-58d2-469c-8810-cfbbcc878e58,MX-P2-1-101671,920052826552,2022-11-24 06:26:16,0,27.78,0.89,570.0,18.24,0.0,0.0,MXN,20.5218,MX,36320606-c4de-4b45-8350-9ceaa72813cf,2-1-,VD,Visa Debit,DEBIT_CARD,REJECTED
T-57873-8219db2c-f4cd-48be-9068-fdc97cc4409d,MX-P1-1-244661,920052845439,2022-11-24 08:26:57,2022-11-24 08:26:57,9.67,0.31,198.57,6.3542,0.0,0.0,MXN,20.5283,MX,5c1afc90-d86c-11eb-8b16-abdcfb3300b8,1-1-,VD,Visa Debit,DEBIT_CARD,PAID
T-57873-14517c15-8309-4d25-9824-9c016879213a,PA-P2-6-951073,DLPA0288000237062416,2022-11-24 12:24:18,2022-11-24 12:24:17,130.26,6.45,130.26,6.4479,0.0,0.0,USD,1.0,PA,eae6ae72-f48c-4bca-ac4c-cbdbb256c4b1,2-6-,MD,MasterCard Debit,DEBIT_CARD,PAID
D-57873-eb85ea26-385b-4039-b5e6-6180e3980416,BR-P1-1-522463,QRS1TXDO6NXFXFJQTNV08VT2JGYDPM6MQEL,2022-11-24 13:13:31,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6484,BR,3ca83324-67e9-4fd8-b54a-e07d0648e9b0,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-a7bf7a30-3c2a-4b72-af95-5f861a139c87,BR-P1-12-598295,QRS1TX587K8GKTPJRPBGG2NF0LAWODQDL5R,2022-11-24 13:18:05,0,74.07,2.89,420.0,16.38,0.0,0.0,BRL,5.6487,BR,eb63c806-9076-4264-8146-613b02cfee12,1-12,PQ,PIX QR,CASH,REJECTED
D-57873-c5c16631-c460-4af0-b1ad-bb730db9820d,BR-P1-1-445405,QRS1TXENZXSZFOCQUTZHZZWJFOYO951UGJ9,2022-11-24 13:18:53,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6464,BR,eb63c806-9076-4264-8146-613b02cfee12,1-1-,PQ,PIX QR,CASH,REJECTED
T-57873-54ae8bfc-478b-4175-ae4f-e6367e32153a,MX-P1-1-290208,920052929393,2022-11-24 13:33:55,0,9.67,0.31,198.57,6.3542,0.0,0.0,MXN,20.5301,MX,679ef5b0-1bcd-11ec-b292-95905e4c3aef,1-1-,MC,Mastercard,CREDIT_CARD,REJECTED
D-57873-fec880ee-a8aa-45d7-a898-05c50a441230,BR-P2-12-363721,QRS1TXI6XZ8YNDW3BSDFPX90S0MXP33Z09G,2022-11-24 13:47:20,2022-11-24 13:50:11,209.64,8.18,1188.0,46.332,0.0,0.0,BRL,5.6453,BR,a9718e03-a24f-429e-b457-35a0e4b29fad,2-12,PQ,PIX QR,CASH,PAID
T-57873-18db2cf5-37aa-4ac0-a5fd-91a8e8b44614,PA-P2-12-545940,DLPA0288000238085242,2022-11-24 14:52:43,0,228.0,11.29,228.0,11.286,0.0,0.0,USD,1.0,PA,031decc6-5ab5-4ffe-b3ce-62b324dd658e,2-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-f99ab414-5b3f-462e-a10a-291e46134bf3,PA-P2-12-375456,DLPA0288000239085314,2022-11-24 14:53:15,0,228.0,11.29,228.0,11.286,0.0,0.0,USD,1.0,PA,031decc6-5ab5-4ffe-b3ce-62b324dd658e,2-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-9628a27d-c416-4cf8-bf47-453641683731,PA-P2-12-636682,DLPA0288000240085407,2022-11-24 14:54:08,0,228.0,11.29,228.0,11.286,0.0,0.0,USD,1.0,PA,031decc6-5ab5-4ffe-b3ce-62b324dd658e,2-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-1e623dfa-2808-48b7-9c81-0f8d064ada44,PA-P2-12-699950,DLPA0288000241085515,2022-11-24 14:55:18,0,228.0,11.29,228.0,11.286,0.0,0.0,USD,1.0,PA,031decc6-5ab5-4ffe-b3ce-62b324dd658e,2-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-757c84cd-4db0-4c38-9701-59e17aafbfbe,PA-P2-12-120203,DLPA0288000242085707,2022-11-24 14:57:08,0,228.0,11.29,228.0,11.286,0.0,0.0,USD,1.0,PA,031decc6-5ab5-4ffe-b3ce-62b324dd658e,2-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-7c40adc5-59cb-4513-95f6-2cd92eb2efc0,PA-P2-12-648318,DLPA0288000243085813,2022-11-24 14:58:14,0,228.0,11.29,228.0,11.286,0.0,0.0,USD,1.0,PA,031decc6-5ab5-4ffe-b3ce-62b324dd658e,2-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-f67ffe5d-3ba5-4aec-9972-3590766073c9,CL-P2-1-723429,1974026339,2022-11-24 15:12:14,2022-11-24 15:12:13,29.65,1.22,28570.0,1171.37,0.0,0.0,CLP,963.5411,CL,83e2b668-0413-49b1-b6db-7d2317930ae7,2-1-,VD,Visa Debit,DEBIT_CARD,PAID
D-57873-f063e0ad-a940-43e3-8e41-8b4090928f10,BR-P1-1-106925,QRS1TX9FOQJWSM0UKAEJJIVMBCXSJUTOWQC,2022-11-24 16:02:32,0,8.85,0.34,50.0,1.95,0.0,0.0,BRL,5.6311,BR,3ca83324-67e9-4fd8-b54a-e07d0648e9b0,1-1-,PQ,PIX QR,CASH,REJECTED
T-57873-ef3df148-57a5-4fc7-a0f5-529818e6bb07,BR-P2-1-987922,2047720953,2022-11-24 16:05:01,2022-11-24 16:05:00,25.04,0.8,141.43,4.5258,0.0,0.0,BRL,5.6268,BR,e0aee78b-ef8e-4235-845b-08ea8cb05355,2-1-,MC,Mastercard,CREDIT_CARD,PAID
T-57873-92b0d7a0-29c6-4257-b61d-a9e0a5bf9ffc,MX-P1-12-762321,920053065642,2022-11-24 16:47:48,2022-11-24 16:47:47,81.27,2.6,1668.0,53.376,0.0,0.0,MXN,20.5252,MX,d051d912-950f-4c36-b8f4-8514e0d00bdb,1-12,MD,MasterCard Debit,DEBIT_CARD,PAID
T-57873-85a3778f-390c-4f13-b62e-83bdda442eb5,PA-P2-12-459386,DLPA0288000244113453,2022-11-24 17:34:54,0,228.0,11.29,228.0,11.286,0.0,0.0,USD,1.0,PA,ccb29b80-1b33-11ec-8f4a-9fed77e2c4ea,2-12,VI,Visa,CREDIT_CARD,REJECTED
T-57873-bc1bc401-6755-46b7-aea0-1e0781dda953,BR-P1-12-537794,0,2022-11-24 20:53:55,0,74.3,2.38,420.0,13.44,0.0,0.0,BRL,5.6311,BR,9583367d-55d4-4d87-aa3c-168ba3876e54,1-12,VI,Visa,CREDIT_CARD,REJECTED
T-57873-7af375ee-9c45-4c5f-8d06-1d42c1cd31f0,BR-P1-12-682788,0,2022-11-24 20:54:13,0,74.31,2.38,420.0,13.44,0.0,0.0,BRL,5.6306,BR,9583367d-55d4-4d87-aa3c-168ba3876e54,1-12,VI,Visa,CREDIT_CARD,REJECTED
T-57873-0c87d615-e249-4996-bd3b-456e4dea6f7d,BR-P1-12-927848,0,2022-11-24 20:55:07,0,74.31,2.38,420.0,13.44,0.0,0.0,BRL,5.6306,BR,9583367d-55d4-4d87-aa3c-168ba3876e54,1-12,VI,Visa,CREDIT_CARD,REJECTED
D-57873-b26f729d-cecc-4c4a-a556-0be5fe4624cb,BR-P1-12-620497,QRS1TXE32HOETOC01K1MRMLQKKH9WLHEISC,2022-11-24 20:56:12,0,74.3,2.9,420.0,16.38,0.0,0.0,BRL,5.6311,BR,9583367d-55d4-4d87-aa3c-168ba3876e54,1-12,PQ,PIX QR,CASH,REJECTED
T-57873-451072bf-75bb-4d9b-871b-2b810a690329,BR-P1-12-591736,0,2022-11-24 20:58:47,0,74.3,2.38,420.0,13.44,0.0,0.0,BRL,5.6311,BR,9583367d-55d4-4d87-aa3c-168ba3876e54,1-12,VI,Visa,CREDIT_CARD,REJECTED
T-57873-531e7f51-cd15-48c8-ab8b-029a57ad22f3,BR-P1-12-399866,0,2022-11-24 20:58:56,0,74.29,2.38,420.0,13.44,0.0,0.0,BRL,5.6321,BR,9583367d-55d4-4d87-aa3c-168ba3876e54,1-12,VI,Visa,CREDIT_CARD,REJECTED
D-57873-d198fe21-64b3-4fee-b4c5-98ed9884f0c6,BR-P1-12-405401,QRS1TXW0MOHNG5SK304VI5BZDUIDGMWSQZU,2022-11-24 21:00:46,0,74.3,2.9,420.0,16.38,0.0,0.0,BRL,5.6317,BR,9583367d-55d4-4d87-aa3c-168ba3876e54,1-12,PQ,PIX QR,CASH,REJECTED
T-57873-62c6a0e7-4a49-4e67-8376-f92b31bf18a9,MX-P2-1-410840,820053777989,2022-11-24 21:35:44,0,27.74,0.89,570.0,18.24,0.0,0.0,MXN,20.5511,MX,178a6959-83ce-490c-a045-410cca365b77,2-1-,VD,Visa Debit,DEBIT_CARD,REJECTED
T-57873-6a01f720-99db-4ccd-ba5e-48c379282b37,MX-P1-1-344344,820053781068,2022-11-24 21:38:44,0,9.66,0.31,198.57,6.3542,0.0,0.0,MXN,20.5515,MX,178a6959-83ce-490c-a045-410cca365b77,1-1-,VD,Visa Debit,DEBIT_CARD,REJECTED
T-57873-cb93ff5b-9ac3-45f4-b719-ed1cfb69bb4d,BR-P1-6-404659,0,2022-11-24 22:00:26,0,42.45,1.36,240.0,7.68,0.0,0.0,BRL,5.6317,BR,9583367d-55d4-4d87-aa3c-168ba3876e54,1-6-,VI,Visa,CREDIT_CARD,REJECTED
T-57873-972cda28-e0fe-4ffe-ba49-c9bdd22e7b81,MX-P1-1-894141,920053356450,2022-11-24 22:00:37,0,9.66,0.31,198.57,6.3542,0.0,0.0,MXN,20.5588,MX,178a6959-83ce-490c-a045-410cca365b77,1-1-,VD,Visa Debit,DEBIT_CARD,REJECTED
D-57873-a9d8a71e-e083-4da0-a107-91dc171d8357,BR-P1-6-476257,QRS1TXQ6CAADOOB8K9QSTRC0UL7HPL5N9UJ,2022-11-24 22:00:42,0,42.45,1.66,240.0,9.36,0.0,0.0,BRL,5.6317,BR,9583367d-55d4-4d87-aa3c-168ba3876e54,1-6-,PQ,PIX QR,CASH,REJECTED
T-57873-28e73335-6c4b-461e-a39c-89c069a69043,MX-P1-1-145440,730052674477,2022-11-24 22:00:51,0,9.66,0.31,198.57,6.3542,0.0,0.0,MXN,20.5588,MX,178a6959-83ce-490c-a045-410cca365b77,1-1-,VD,Visa Debit,DEBIT_CARD,REJECTED
T-57873-a9d68922-d053-4d83-bd04-5fb090e36a56,MX-P1-1-716005,850052662003,2022-11-24 22:01:00,0,9.66,0.31,198.57,6.3542,0.0,0.0,MXN,20.5515,MX,178a6959-83ce-490c-a045-410cca365b77,1-1-,VD,Visa Debit,DEBIT_CARD,REJECTED
D-57873-deb9f6ca-9244-4f96-acfd-7b1b0f56cd46,BR-P1-1-929417,QRS1TXSQ6VLXW3NVHJKLNCAPY1VAWCCDZAB,2022-11-24 22:38:44,0,8.84,0.34,50.0,1.95,0.0,0.0,BRL,5.6317,BR,c6b67679-60be-486a-96da-d7ae62e3b3eb,1-1-,PQ,PIX QR,CASH,REJECTED
T-57873-025cc2cc-0e96-42a0-8709-f4c867f2b993,MX-P2-1-779873,850052760399,2022-11-24 23:46:02,2022-11-24 23:46:02,27.73,0.89,570.0,18.24,0.0,0.0,MXN,20.5551,MX,b1973d66-99c4-4f54-ad25-28409ab62982,2-1-,MD,MasterCard Debit,DEBIT_CARD,PAID
